Element Type,OS,Label,Value,Accessibility Label,SnapshotId,Coordinates,screenshot_url,element_udid,package_name,highlighted_image
android.widget.ImageView,android,,,quickActionMenuCloseIcon,314889,"{""x"":91.759,""y"":7.458,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-d618268b.jpeg,5340447-a2a2692e-a790-46f4-8f90-cb7ccb8acaab,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314889_5340447-a2a2692e-a790-46f4-8f90-cb7ccb8acaab.jpeg
android.widget.ImageView,android,,,,314889,"{""x"":3.889,""y"":45.417,""height"":1.667,""width"":3.611}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-d618268b.jpeg,5711393-6d2e460e-ab19-4f90-b3fc-6f14425c7e56,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314889_5711393-6d2e460e-ab19-4f90-b3fc-6f14425c7e56.jpeg
android.widget.ImageView,android,,,,314902,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-601fdc71.jpeg,7065406-f72a92a0-a402-41ca-b572-4c5593a10ddb,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314902_7065406-f72a92a0-a402-41ca-b572-4c5593a10ddb.jpeg
android.widget.ImageView,android,,,,314902,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-601fdc71.jpeg,7068289-60ba391b-a4ed-4f08-9fbe-f11774a2b3ca,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314902_7068289-60ba391b-a4ed-4f08-9fbe-f11774a2b3ca.jpeg
android.widget.ImageView,android,,,,314902,"{""x"":85.833,""y"":37.542,""height"":2.708,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-601fdc71.jpeg,7100002-39e23e46-4134-41d1-a5aa-8daece33417c,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314902_7100002-39e23e46-4134-41d1-a5aa-8daece33417c.jpeg
android.widget.ImageView,android,,,,314869,"{""x"":3.889,""y"":9.833,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-cec41a7e.jpeg,1124504-a33f454e-8ace-498e-8b8f-c53987d92116,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314869_1124504-a33f454e-8ace-498e-8b8f-c53987d92116.jpeg
android.widget.ImageView,android,,,,314869,"{""x"":90.0,""y"":9.833,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-cec41a7e.jpeg,1112011-0707867f-9f53-4a74-b3c2-e6e258d921b7,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314869_1112011-0707867f-9f53-4a74-b3c2-e6e258d921b7.jpeg
android.widget.ImageView,android,,,,314869,"{""x"":13.519,""y"":22.333,""height"":35.208,""width"":72.963}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-cec41a7e.jpeg,1113933-51a5a7a9-a9cf-4948-b9a7-8e3401708c60,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314869_1113933-51a5a7a9-a9cf-4948-b9a7-8e3401708c60.jpeg
android.widget.ImageView,android,,,quickActionMenuCloseIcon,314877,"{""x"":91.759,""y"":7.458,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-40cb0714.jpeg,3891241-37eb4218-9dc5-411f-b43a-fb92fda59a32,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314877_3891241-37eb4218-9dc5-411f-b43a-fb92fda59a32.jpeg
android.widget.ImageView,android,,,,314877,"{""x"":3.889,""y"":38.208,""height"":1.625,""width"":3.611}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-40cb0714.jpeg,4258343-e6d7e9d8-05ab-478d-92e7-f18114090721,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314877_4258343-e6d7e9d8-05ab-478d-92e7-f18114090721.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2055767-fa030c2e-e8f6-4b5e-8cb5-5eb62bea3136,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2055767-fa030c2e-e8f6-4b5e-8cb5-5eb62bea3136.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2058650-2c32b4ca-22d2-4977-a791-969eb7c3a2ba,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2058650-2c32b4ca-22d2-4977-a791-969eb7c3a2ba.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":8.241,""y"":33.375,""height"":3.083,""width"":6.852}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2095168-17a19538-347d-4821-8389-ff4109659b4f,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2095168-17a19538-347d-4821-8389-ff4109659b4f.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":8.241,""y"":41.958,""height"":1.958,""width"":4.444}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2100934-406937c0-00da-40d2-aa14-d7333ffff17d,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2100934-406937c0-00da-40d2-aa14-d7333ffff17d.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":8.241,""y"":46.333,""height"":1.958,""width"":4.444}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2103817-a0e93744-60f5-4c5a-8991-819d7eae3621,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2103817-a0e93744-60f5-4c5a-8991-819d7eae3621.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":97.778,""y"":33.375,""height"":3.083,""width"":2.222}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2113427-09ca688f-d3a7-417d-a668-acbe9771b9de,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2113427-09ca688f-d3a7-417d-a668-acbe9771b9de.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":97.778,""y"":41.958,""height"":1.958,""width"":2.222}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2119193-bc019edd-9918-45ee-9735-fb5cec347f6c,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2119193-bc019edd-9918-45ee-9735-fb5cec347f6c.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":97.778,""y"":46.333,""height"":1.958,""width"":2.222}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2122076-9a096199-70d9-4578-899a-88b25f13838f,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2122076-9a096199-70d9-4578-899a-88b25f13838f.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":7.778,""y"":73.542,""height"":3.042,""width"":6.852}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2074026-9e64937a-13df-4fab-a401-021226a02f54,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2074026-9e64937a-13df-4fab-a401-021226a02f54.jpeg
android.widget.ImageView,android,,,,314931,"{""x"":86.389,""y"":73.792,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-dc496103.jpeg,2078831-e169a8ca-ca45-47a8-be1e-ab9780f29e90,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314931_2078831-e169a8ca-ca45-47a8-be1e-ab9780f29e90.jpeg
android.widget.ImageView,android,,,,314938,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-f5f15026.jpeg,3039831-81a68560-23db-4967-ba8c-d0db64232255,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314938_3039831-81a68560-23db-4967-ba8c-d0db64232255.jpeg
android.widget.ImageView,android,,,,314918,"{""x"":79.63,""y"":82.833,""height"":7.417,""width"":16.481}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-fbf5800f.jpeg,2697661-0396973a-ec21-410e-9d52-e7d0d9bf8123,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314918_2697661-0396973a-ec21-410e-9d52-e7d0d9bf8123.jpeg
android.widget.ImageView,android,,,,314899,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-71faadfa.jpeg,6948164-643cd3cf-8fbe-4bf5-96a0-d44324ceffe5,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314899_6948164-643cd3cf-8fbe-4bf5-96a0-d44324ceffe5.jpeg
android.widget.ImageView,android,,,,314899,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-71faadfa.jpeg,6951047-16b2619a-d43e-4bb2-afde-68c462eb3e99,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314899_6951047-16b2619a-d43e-4bb2-afde-68c462eb3e99.jpeg
android.widget.ImageView,android,,,,314899,"{""x"":85.833,""y"":37.542,""height"":2.75,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-71faadfa.jpeg,6982760-5e81cbfa-1305-42ec-b5fd-79d03330f1f6,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314899_6982760-5e81cbfa-1305-42ec-b5fd-79d03330f1f6.jpeg
android.widget.ImageView,android,,,,314899,"{""x"":85.833,""y"":55.25,""height"":2.708,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-71faadfa.jpeg,6993331-f8a8a138-0f0e-447b-8562-70c19d4ec72f,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314899_6993331-f8a8a138-0f0e-447b-8562-70c19d4ec72f.jpeg
android.widget.ImageView,android,,,,314899,"{""x"":85.833,""y"":72.917,""height"":2.75,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-71faadfa.jpeg,7003902-dc44803e-7a63-4e84-ba21-44a2e8a71f42,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314899_7003902-dc44803e-7a63-4e84-ba21-44a2e8a71f42.jpeg
android.widget.ImageView,android,,,,314884,"{""x"":0.0,""y"":56.208,""height"":0.875,""width"":100.0}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c37451b1.jpeg,746858-0dc8fa12-98c8-444a-aee8-016f15d2c48a,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314884_746858-0dc8fa12-98c8-444a-aee8-016f15d2c48a.jpeg
android.widget.ImageView,android,,,,314926,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-4273648f.jpeg,1135129-100c5ae7-f6df-41d5-a6c1-78b4bee10b8e,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314926_1135129-100c5ae7-f6df-41d5-a6c1-78b4bee10b8e.jpeg
android.widget.ImageView,android,,,,314926,"{""x"":58.056,""y"":69.0,""height"":2.208,""width"":4.907}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-4273648f.jpeg,1206243-487b7059-cf77-4f96-8a53-ee934f7220d8,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314926_1206243-487b7059-cf77-4f96-8a53-ee934f7220d8.jpeg
android.widget.ImageView,android,,,,314908,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-312bd827.jpeg,7279709-df45f6db-0697-47b5-8f5a-a6d78d65abcf,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314908_7279709-df45f6db-0697-47b5-8f5a-a6d78d65abcf.jpeg
android.widget.ImageView,android,,,,314908,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-312bd827.jpeg,7282592-dd39302d-f8c5-442e-b3a5-a50be8f78315,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314908_7282592-dd39302d-f8c5-442e-b3a5-a50be8f78315.jpeg
android.widget.ImageView,android,,,,314908,"{""x"":85.833,""y"":37.542,""height"":2.708,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-312bd827.jpeg,7310461-2313f4dc-ccf8-4d49-ae90-01b4c59f3b07,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314908_7310461-2313f4dc-ccf8-4d49-ae90-01b4c59f3b07.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2134569-ad6cc12d-fde5-45e5-a6bc-bc9f004abb92,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2134569-ad6cc12d-fde5-45e5-a6bc-bc9f004abb92.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2137452-f47f553d-0b34-4994-bcfd-b8fed856d03b,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2137452-f47f553d-0b34-4994-bcfd-b8fed856d03b.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":86.574,""y"":63.375,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2162438-ed3c7fb9-db95-474c-83e5-f2c4f28da0e9,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2162438-ed3c7fb9-db95-474c-83e5-f2c4f28da0e9.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":86.574,""y"":69.375,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2169165-fc1383e9-aa80-4914-8cc5-7037976111b4,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2169165-fc1383e9-aa80-4914-8cc5-7037976111b4.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":86.574,""y"":77.208,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2175892-e838eae3-2c8e-4f9f-928c-21ca39a5b028,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2175892-e838eae3-2c8e-4f9f-928c-21ca39a5b028.jpeg
android.widget.ImageView,android,,,,314932,"{""x"":86.574,""y"":85.0,""height"":2.625,""width"":5.833}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-0129eb92.jpeg,2182619-c8b20e7a-d35d-470b-8261-b49cd56745b1,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314932_2182619-c8b20e7a-d35d-470b-8261-b49cd56745b1.jpeg
android.widget.ImageView,android,,,,314892,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-5f9fe864.jpeg,6116899-eb592a42-4873-429d-b888-d22a3271fca2,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314892_6116899-eb592a42-4873-429d-b888-d22a3271fca2.jpeg
android.widget.ImageView,android,,,,314892,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-5f9fe864.jpeg,6119782-d101d6b5-9be5-4c14-9cf5-e114fb1498cb,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314892_6119782-d101d6b5-9be5-4c14-9cf5-e114fb1498cb.jpeg
android.widget.ImageView,android,,,,314892,"{""x"":0.0,""y"":12.208,""height"":25.0,""width"":100.0}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-5f9fe864.jpeg,6127470-2c0944aa-532a-48f1-a56e-c70719244cc0,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314892_6127470-2c0944aa-532a-48f1-a56e-c70719244cc0.jpeg
android.widget.ImageView,android,,,,314903,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-fcb86f72.jpeg,7065406-81e8a8e7-28ee-4821-95cc-e18474080e20,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314903_7065406-81e8a8e7-28ee-4821-95cc-e18474080e20.jpeg
android.widget.ImageView,android,,,,314903,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-fcb86f72.jpeg,7068289-61e47b88-a94a-4373-a289-1d5319286865,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314903_7068289-61e47b88-a94a-4373-a289-1d5319286865.jpeg
android.widget.ImageView,android,,,,314903,"{""x"":85.833,""y"":37.542,""height"":2.708,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-fcb86f72.jpeg,7100002-26ca5f91-521f-45b4-9206-ba59f10794a1,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314903_7100002-26ca5f91-521f-45b4-9206-ba59f10794a1.jpeg
android.widget.ImageView,android,,,,314906,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c83fa621.jpeg,7166311-f6d1456a-a049-4190-8b65-ee975d6c3bdc,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314906_7166311-f6d1456a-a049-4190-8b65-ee975d6c3bdc.jpeg
android.widget.ImageView,android,,,,314906,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c83fa621.jpeg,7169194-df66a78a-e6e3-44b4-9920-f8fffab8d9cb,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314906_7169194-df66a78a-e6e3-44b4-9920-f8fffab8d9cb.jpeg
android.widget.ImageView,android,,,,314906,"{""x"":85.833,""y"":37.542,""height"":2.708,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c83fa621.jpeg,7197063-293bd90d-91e9-4bf5-b464-7bc95851571f,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314906_7197063-293bd90d-91e9-4bf5-b464-7bc95851571f.jpeg
android.widget.ImageView,android,,,,314906,"{""x"":85.833,""y"":55.25,""height"":2.75,""width"":6.019}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c83fa621.jpeg,7247035-4f0876f3-cdda-42db-9c51-16427de8629c,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314906_7247035-4f0876f3-cdda-42db-9c51-16427de8629c.jpeg
android.widget.ImageView,android,,,,314940,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-4c48ef7d.jpeg,3371376-e2e10dc5-dc6f-4974-b9c1-5db4f6f1ddd5,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314940_3371376-e2e10dc5-dc6f-4974-b9c1-5db4f6f1ddd5.jpeg
android.widget.ImageView,android,,,,314940,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-4c48ef7d.jpeg,3374259-bd2a8500-dcd9-4e8b-b35c-21ff21bd92d1,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314940_3374259-bd2a8500-dcd9-4e8b-b35c-21ff21bd92d1.jpeg
android.widget.ImageView,android,,,,314920,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-db30f472.jpeg,1235065-8576b14c-fc5f-4fe1-ab3b-4fa245aae0ea,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314920_1235065-8576b14c-fc5f-4fe1-ab3b-4fa245aae0ea.jpeg
android.widget.ImageView,android,,,,314920,"{""x"":90.0,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-db30f472.jpeg,1237948-62a988c6-6555-460a-8e8a-e236a31df350,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314920_1237948-62a988c6-6555-460a-8e8a-e236a31df350.jpeg
android.widget.ImageView,android,,,,314920,"{""x"":7.778,""y"":53.708,""height"":3.75,""width"":8.241}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-db30f472.jpeg,1269661-7acb4a02-3680-4c59-88b0-c2db1a0b67ea,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314920_1269661-7acb4a02-3680-4c59-88b0-c2db1a0b67ea.jpeg
android.widget.ImageView,android,,,,314920,"{""x"":4.352,""y"":81.083,""height"":3.5,""width"":7.778}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-db30f472.jpeg,1284076-111d1aab-db73-4bc4-b80a-d370a80fc229,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314920_1284076-111d1aab-db73-4bc4-b80a-d370a80fc229.jpeg
android.widget.ImageView,android,,,,314920,"{""x"":90.0,""y"":81.583,""height"":2.542,""width"":5.648}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-db30f472.jpeg,1285998-ced5928e-0d95-412e-8c73-23921a78af8a,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314920_1285998-ced5928e-0d95-412e-8c73-23921a78af8a.jpeg
android.widget.ImageView,android,,,,314904,"{""x"":3.889,""y"":7.625,""height"":2.75,""width"":6.111}",https://app-accessibility-assets.browserstack.com/3d9e23335c545d0a68e796f756327972adc5af82/screenshot-c0324d92.jpeg,7166311-2ec23ac1-b100-48ee-897f-10c8a1eb8774,com.vfmobileapp,https://raw.githubusercontent.com/SumanReddy18/aihelper/main/imagesOfText/images-with-text/output/newFullTB/314904_7166311-2ec23ac1-b100-48ee-897f-10c8a1eb8774.jpeg
